Index,Cr,Co,C,Density,BCC_A2#1,BCC_A2#2,M23C6#1,HCS,GRF,SR,Maximum nunmber density,Precipitation speed
835,0.1075,0.03,0.0037,7785.0807,0.04822,0.870251,0.081529,1.4829,32.5656,216.15,6.29E+24,2.33E+20
836,0.1075,0.03,0.004,7783.3452,0.042932,0.869023,0.088045,1.3627,35.3079,213.44,5.48E+24,1.72E+20
837,0.1075,0.0325,0.001,7801.6875,0.096349,0.881398,0.022253,1.3067,9.9006,64.1,8.93E+24,8.74E+20
838,0.1075,0.0325,0.0013,7799.9447,0.090957,0.880146,0.028897,1.4645,12.3855,89.1,1.02E+25,9.34E+20
839,0.1075,0.0325,0.0016,7798.2027,0.085576,0.878896,0.035527,1.6989,14.8647,121.09,1.08E+25,9.11E+20
840,0.1075,0.0325,0.0019,7796.4614,0.080207,0.87765,0.042143,2.1205,17.3683,168.07,1.08E+25,8.31E+20
841,0.1075,0.0325,0.0022,7794.7209,0.07485,0.876405,0.048745,2.3241,19.8316,211.3,1.04E+25,7.27E+20
842,0.1075,0.0325,0.0025,7792.9812,0.069504,0.875164,0.055332,2.2196,22.3854,225.97,9.78E+24,6.11E+20
843,0.1075,0.0325,0.0028,7791.2423,0.06417,0.873925,0.061905,1.9774,25.0824,224.02,8.95E+24,4.95E+20
844,0.1075,0.0325,0.0031,7789.5041,0.058847,0.872689,0.068464,1.7738,27.6477,221.18,8.06E+24,3.85E+20
845,0.1075,0.0325,0.0034,7787.7668,0.053535,0.871456,0.075009,1.6194,30.1927,219.4,7.16E+24,3.00E+20
846,0.1075,0.0325,0.0037,7786.0302,0.048235,0.870225,0.08154,1.4777,32.8206,216.67,6.30E+24,2.27E+20
847,0.1075,0.0325,0.004,7784.2943,0.042947,0.868997,0.088057,1.3693,35.4709,214.96,5.49E+24,1.71E+20
848,0.1075,0.035,0.001,7802.6466,0.096371,0.881373,0.022256,1.3168,9.8557,65.09,8.93E+24,8.49E+20
849,0.1075,0.035,0.0013,7800.9034,0.090978,0.880121,0.028901,1.493,12.46,91.1,1.03E+25,9.06E+20
850,0.1075,0.035,0.0016,7799.161,0.085597,0.878871,0.035532,1.7321,15.0465,123.9,1.08E+25,8.84E+20
851,0.1075,0.035,0.0019,7797.4193,0.080227,0.877624,0.042149,2.1556,17.4581,171.81,1.08E+25,8.05E+20
852,0.1075,0.035,0.0022,7795.6784,0.074869,0.87638,0.048751,2.3447,20.0296,214.99,1.04E+25,7.05E+20
853,0.1075,0.035,0.0025,7793.9383,0.069522,0.875139,0.055339,2.213,22.5002,226.5,9.79E+24,5.92E+20
854,0.1075,0.035,0.0028,7792.199,0.064187,0.8739,0.061913,1.9726,25.205,224.53,8.96E+24,4.81E+20
855,0.1075,0.035,0.0031,7790.4604,0.058864,0.872663,0.068473,1.7701,27.7783,221.69,8.07E+24,3.75E+20
856,0.1075,0.035,0.0034,7788.7226,0.053552,0.87143,0.075019,1.614,30.2314,219.89,7.17E+24,2.91E+20
857,0.1075,0.035,0.0037,7786.9856,0.048251,0.870199,0.08155,1.4748,32.8753,217.15,6.30E+24,2.20E+20
858,0.1075,0.035,0.004,7785.2494,0.042962,0.86897,0.088068,1.3662,35.6334,215.44,5.50E+24,1.63E+20
859,0.1075,0.0375,0.001,7803.6117,0.096393,0.881349,0.022259,1.3259,10.0117,66.1,8.94E+24,8.25E+20
860,0.1075,0.0375,0.0013,7801.8681,0.090999,0.880096,0.028905,1.4918,12.4354,92.09,1.03E+25,8.79E+20
861,0.1075,0.0375,0.0016,7800.1253,0.085617,0.878847,0.035537,1.7994,15.1289,128.21,1.08E+25,8.57E+20
862,0.1075,0.0375,0.0019,7798.3832,0.080246,0.877599,0.042154,2.1793,17.6483,175.01,1.08E+25,8.00E+20
863,0.1075,0.0375,0.0022,7796.6419,0.074888,0.876355,0.048757,2.3694,20.128,218.96,1.05E+25,6.85E+20
864,0.1075,0.0375,0.0025,7794.9014,0.06954,0.875113,0.055346,2.2063,22.7153,226.95,9.79E+24,5.76E+20
865,0.1075,0.0375,0.0028,7793.1617,0.064205,0.873874,0.061921,1.9665,25.3276,224.98,8.97E+24,4.66E+20
866,0.1075,0.0375,0.0031,7791.4227,0.05888,0.872638,0.068482,1.7649,27.8089,222.15,8.08E+24,3.64E+20
867,0.1075,0.0375,0.0034,7789.6845,0.053568,0.871404,0.075028,1.6109,30.4701,220.34,7.18E+24,2.83E+20
868,0.1075,0.0375,0.0037,7787.9471,0.048266,0.870173,0.081561,1.4705,33.1299,217.6,6.32E+24,2.15E+20
869,0.1075,0.0375,0.004,7786.2105,0.042976,0.868945,0.088079,1.3619,35.7957,215.9,5.51E+24,1.63E+20
870,0.1075,0.04,0.001,7804.5829,0.096414,0.881325,0.022261,1.3345,9.9686,67.09,8.94E+24,8.01E+20
871,0.1075,0.04,0.0013,7802.8389,0.091019,0.880072,0.028909,1.5191,12.6115,94.1,1.03E+25,8.53E+20
872,0.1075,0.04,0.0016,7801.0956,0.085637,0.878822,0.035541,1.8762,15.212,133.01,1.08E+25,8.31E+20
873,0.1075,0.04,0.0019,7799.3531,0.080266,0.877575,0.04216,2.1906,17.7391,177.57,1.09E+25,7.59E+20
874,0.1075,0.04,0.0022,7797.6115,0.074906,0.87633,0.048764,2.424,20.1268,222.83,1.05E+25,6.65E+20
875,0.1075,0.04,0.0025,7795.8705,0.069558,0.875088,0.055354,2.202,22.8305,227.39,9.80E+24,5.59E+20
876,0.1075,0.04,0.0028,7794.1304,0.064222,0.873849,0.061929,1.9634,25.4504,225.44,8.98E+24,4.53E+20
877,0.1075,0.04,0.0031,7792.391,0.058897,0.872613,0.068491,1.7614,28.0396,222.56,8.09E+24,3.54E+20
878,0.1075,0.04,0.0034,7790.6525,0.053583,0.871379,0.075038,1.6075,30.6087,220.77,7.19E+24,2.75E+20
879,0.1075,0.04,0.0037,7788.9147,0.048281,0.870148,0.081571,1.4676,33.2842,218.02,6.33E+24,2.09E+20
880,0.1075,0.04,0.004,7787.1776,0.04299,0.868919,0.08809,1.3597,35.8576,216.31,5.53E+24,1.59E+20
881,0.1075,0.0425,0.001,7805.5601,0.096435,0.881301,0.022264,1.3434,10.1264,68.1,8.95E+24,7.61E+20
882,0.1075,0.0425,0.0013,7803.8157,0.09104,0.880048,0.028912,1.5455,12.5884,96.09,1.03E+25,8.28E+20
883,0.1075,0.0425,0.0016,7802.072,0.085656,0.878798,0.035546,1.9263,15.1957,136.7,1.08E+25,8.08E+20
884,0.1075,0.0425,0.0019,7800.3291,0.080285,0.87755,0.042165,2.2105,17.8304,180.63,1.09E+25,7.38E+20
885,0.1075,0.0425,0.0022,7798.587,0.074924,0.876306,0.04877,2.452,20.3261,226.02,1.05E+25,6.46E+20
886,0.1075,0.0425,0.0025,7796.8457,0.069576,0.875064,0.055361,2.1962,22.9447,227.8,9.81E+24,5.43E+20
887,0.1075,0.0425,0.0028,7795.1052,0.064238,0.873824,0.061937,1.9591,25.5734,225.83,8.99E+24,4.41E+20
888,0.1075,0.0425,0.0031,7793.3654,0.058913,0.872588,0.068499,1.7713,28.0702,223.98,8.10E+24,3.44E+20
889,0.1075,0.0425,0.0034,7791.6264,0.053599,0.871354,0.075048,1.6047,30.7472,221.18,7.20E+24,2.68E+20
890,0.1075,0.0425,0.0037,7789.8882,0.048296,0.870122,0.081582,1.4772,33.4383,219.43,6.34E+24,2.04E+20
891,0.1075,0.0425,0.004,7788.1508,0.043004,0.868894,0.088102,1.3575,36.1192,216.69,5.54E+24,1.54E+20
892,0.1075,0.045,0.001,7806.5433,0.096456,0.881277,0.022267,1.388,10.185,70.1,8.96E+24,7.41E+20
893,0.1075,0.045,0.0013,7804.7985,0.09106,0.880024,0.028916,1.5714,12.766,98.1,1.03E+25,8.05E+20
894,0.1075,0.045,0.0016,7803.0544,0.085676,0.878774,0.03555,1.9649,15.28,139.96,1.09E+25,7.86E+20
895,0.1075,0.045,0.0019,7801.3112,0.080303,0.877526,0.042171,2.2414,17.8222,184.29,1.09E+25,7.14E+20
896,0.1075,0.045,0.0022,7799.5687,0.074942,0.876281,0.048776,2.4766,20.4258,228.79,1.05E+25,6.27E+20
897,0.1075,0.045,0.0025,7797.8269,0.069593,0.875039,0.055368,2.1908,22.9605,228.17,9.82E+24,5.28E+20
898,0.1075,0.045,0.0028,7796.086,0.064255,0.8738,0.061945,1.9566,25.6966,226.21,9.00E+24,4.29E+20
899,0.1075,0.045,0.0031,7794.3458,0.058929,0.872563,0.068508,1.7689,28.3011,224.34,8.11E+24,3.38E+20
900,0.1075,0.045,0.0034,7792.6064,0.053614,0.871329,0.075057,1.6041,30.8858,221.53,7.21E+24,2.61E+20
901,0.1075,0.045,0.0037,7790.8678,0.04831,0.870098,0.081592,1.4748,33.5921,219.79,6.35E+24,1.99E+20
902,0.1075,0.045,0.004,7789.13,0.043018,0.868869,0.088113,1.3552,36.1804,217.05,5.55E+24,1.54E+20
903,0.1075,0.0475,0.001,7807.5327,0.096476,0.881253,0.02227,1.3952,10.2445,71.1,8.97E+24,7.21E+20
904,0.1075,0.0475,0.0013,7805.7874,0.09108,0.88,0.02892,1.596,12.7444,100.09,1.03E+25,7.83E+20
905,0.1075,0.0475,0.0016,7804.0429,0.085695,0.87875,0.035555,2.0203,15.465,144.01,1.09E+25,7.65E+20
906,0.1075,0.0475,0.0019,7802.2992,0.080322,0.877502,0.042176,2.2643,17.9146,187.56,1.09E+25,6.97E+20
907,0.1075,0.0475,0.0022,7800.5563,0.07496,0.876257,0.048783,2.5089,20.4273,231.62,1.05E+25,6.11E+20
908,0.1075,0.0475,0.0025,7798.8142,0.06961,0.875015,0.055375,2.1887,23.0766,228.53,9.83E+24,5.15E+20
909,0.1075,0.0475,0.0028,7797.0729,0.064271,0.873776,0.061953,1.9548,25.7199,226.56,9.02E+24,4.18E+20
910,0.1075,0.0475,0.0031,7795.3323,0.058944,0.872539,0.068517,1.7683,28.3319,224.69,8.13E+24,3.29E+20
911,0.1075,0.0475,0.0034,7793.5925,0.053629,0.871305,0.075067,1.6034,31.0257,221.88,7.23E+24,2.54E+20
912,0.1075,0.0475,0.0037,7791.8535,0.048324,0.870073,0.081603,1.4743,33.7459,220.12,6.36E+24,1.94E+20
913,0.1075,0.0475,0.004,7790.1152,0.043032,0.868844,0.088124,1.3544,36.3414,217.4,5.55E+24,1.54E+20
914,0.1075,0.05,0.001,7808.528,0.096497,0.88123,0.022273,1.4025,10.205,72.09,8.98E+24,7.02E+20
915,0.1075,0.05,0.0013,7806.7824,0.091099,0.879977,0.028924,1.6206,12.9236,102.1,1.03E+25,7.63E+20
916,0.1075,0.05,0.0016,7805.0375,0.085714,0.878727,0.03556,2.0509,15.5508,147.01,1.09E+25,7.44E+20
917,0.1075,0.05,0.0019,7803.2934,0.08034,0.877479,0.042181,2.2701,18.0075,189.94,1.09E+25,6.93E+20
918,0.1075,0.05,0.0022,7801.5501,0.074977,0.876234,0.048789,2.5033,20.528,231.94,1.05E+25,5.95E+20
919,0.1075,0.05,0.0025,7799.8076,0.069627,0.874991,0.055382,2.1854,23.2929,228.83,9.84E+24,5.01E+20
920,0.1075,0.05,0.0028,7798.0658,0.064287,0.873752,0.061961,1.9522,25.8435,226.89,9.03E+24,4.08E+20
921,0.1075,0.05,0.0031,7796.3248,0.05896,0.872515,0.068526,1.7658,28.5628,225.02,8.14E+24,3.20E+20
922,0.1075,0.05,0.0034,7794.5846,0.053643,0.87128,0.075077,1.6009,31.1721,222.21,7.24E+24,2.48E+20
923,0.1075,0.05,0.0037,7792.8452,0.048338,0.870049,0.081613,1.4733,33.8993,220.44,6.38E+24,1.89E+20
924,0.1075,0.05,0.004,7791.1065,0.043045,0.868819,0.088136,1.3529,36.502,217.72,5.54E+24,1.54E+20
925,0.11,0,0.001,7787.9569,0.098669,0.87912,0.022211,1.0806,9.2644,50.1,9.47E+24,1.59E+21
926,0.11,0,0.0013,7786.22,0.093284,0.877872,0.028843,1.1724,11.3922,68.09,1.09E+25,1.76E+21
927,0.11,0,0.0016,7784.484,0.087911,0.876628,0.035461,1.3158,13.9681,90.1,1.16E+25,1.72E+21
928,0.11,0,0.0019,7782.7487,0.08255,0.875386,0.042065,1.5255,16.36,118.1,1.16E+25,1.59E+21
929,0.11,0,0.0022,7781.0142,0.0772,0.874146,0.048654,1.9738,18.6071,162.82,1.12E+25,1.36E+21
930,0.11,0,0.0025,7779.2804,0.071861,0.872909,0.055229,2.189,21.0326,202.47,1.05E+25,1.13E+21
931,0.11,0,0.0028,7777.5475,0.066534,0.871675,0.06179,2.0161,23.5185,212.58,9.60E+24,9.07E+20
932,0.11,0,0.0031,7775.8153,0.061219,0.870444,0.068337,1.7917,25.8688,209.62,8.63E+24,7.16E+20
933,0.11,0,0.0034,7774.0839,0.055915,0.869215,0.07487,1.6159,28.2969,206.76,7.64E+24,5.49E+20
934,0.11,0,0.0037,7772.3532,0.050622,0.867989,0.081389,1.4741,30.8117,204.04,6.69E+24,4.06E+20
935,0.11,0,0.004,7770.6233,0.045341,0.866765,0.087894,1.3528,33.2376,201.3,5.79E+24,3.00E+20
936,0.11,0.0025,0.001,7788.8386,0.098696,0.87909,0.022214,1.0987,9.3102,51.1,9.47E+24,1.53E+21
937,0.11,0.0025,0.0013,7787.1014,0.093311,0.877842,0.028847,1.2128,11.5591,70.1,1.09E+25,1.68E+21
938,0.11,0.0025,0.0016,7785.3649,0.087937,0.876597,0.035466,1.3399,13.944,92.09,1.16E+25,1.65E+21
939,0.11,0.0025,0.0019,7783.6292,0.082575,0.875355,0.04207,1.5598,16.3455,121.09,1.16E+25,1.52E+21
940,0.11,0.0025,0.0022,7781.8943,0.077224,0.874115,0.048661,2.0258,18.7023,167.61,1.12E+25,1.30E+21
941,0.11,0.0025,0.0025,7780.1602,0.071885,0.872878,0.055237,2.2227,21.1465,207.12,1.05E+25,1.08E+21
942,0.11,0.0025,0.0028,7778.4268,0.066557,0.871644,0.061798,2.0187,23.6418,214.48,9.60E+24,8.69E+20
943,0.11,0.0025,0.0031,7776.6943,0.061241,0.870413,0.068346,1.7894,26.0016,211.03,8.63E+24,6.85E+20
944,0.11,0.0025,0.0034,7774.9624,0.055936,0.869184,0.07488,1.6199,28.5392,208.68,7.64E+24,5.26E+20
945,0.11,0.0025,0.0037,7773.2314,0.050643,0.867957,0.0814,1.4774,30.9636,205.93,6.69E+24,3.90E+20
946,0.11,0.0025,0.004,7771.5011,0.045361,0.866734,0.087905,1.3493,33.5074,202.75,5.79E+24,2.92E+20
947,0.11,0.005,0.001,7789.7262,0.098723,0.87906,0.022217,1.1166,9.3566,52.1,9.47E+24,1.46E+21
948,0.11,0.005,0.0013,7787.9885,0.093337,0.877812,0.028851,1.2175,11.5265,71.09,1.09E+25,1.61E+21
949,0.11,0.005,0.0016,7786.2517,0.087962,0.876567,0.035471,1.3908,14.1203,95.1,1.16E+25,1.58E+21
950,0.11,0.005,0.0019,7784.5156,0.082599,0.875325,0.042076,1.6158,16.4311,125.09,1.16E+25,1.43E+21
951,0.11,0.005,0.0022,7782.7803,0.077248,0.874085,0.048667,2.0662,18.7977,171.88,1.12E+25,1.25E+21
952,0.11,0.005,0.0025,7781.0458,0.071908,0.872848,0.055244,2.265,21.2604,212.37,1.05E+25,1.03E+21
953,0.11,0.005,0.0028,7779.312,0.06658,0.871614,0.061806,2.0327,23.7649,217.05,9.59E+24,8.31E+20
954,0.11,0.005,0.0031,7777.5791,0.061263,0.870382,0.068355,1.8116,26.2341,214.21,8.63E+24,6.56E+20
955,0.11,0.005,0.0034,7775.8469,0.055957,0.869153,0.07489,1.637,28.6812,211.47,7.65E+24,5.05E+20
956,0.11,0.005,0.0037,7774.1154,0.050663,0.867927,0.08141,1.4921,31.0216,208.75,6.70E+24,3.74E+20
957,0.11,0.005,0.004,7772.3848,0.045381,0.866703,0.087917,1.3452,33.6766,204.11,5.80E+24,2.76E+20
958,0.11,0.0075,0.001,7790.6196,0.098749,0.879031,0.02222,1.1326,9.4037,53.1,9.47E+24,1.40E+21
959,0.11,0.0075,0.0013,7788.8816,0.093362,0.877783,0.028855,1.2555,11.6943,73.1,1.09E+25,1.55E+21
960,0.11,0.0075,0.0016,7787.1443,0.087987,0.876538,0.035475,1.4128,14.0969,97.09,1.16E+25,1.51E+21
961,0.11,0.0075,0.0019,7785.4079,0.082623,0.875295,0.042081,1.6475,16.5171,128.09,1.16E+25,1.40E+21
962,0.11,0.0075,0.0022,7783.6722,0.077271,0.874055,0.048673,2.1117,18.8931,176.48,1.12E+25,1.20E+21
963,0.11,0.0075,0.0025,7781.9373,0.071931,0.872818,0.055251,2.3099,21.3743,217.86,1.05E+25,9.84E+20
964,0.11,0.0075,0.0028,7780.2031,0.066602,0.871584,0.061814,1.9921,23.7882,215.91,9.59E+24,7.97E+20
965,0.11,0.0075,0.0031,7778.4697,0.061284,0.870352,0.068364,1.774,26.3665,213.09,8.63E+24,6.29E+20
966,0.11,0.0075,0.0034,7776.7371,0.055978,0.869123,0.074899,1.6007,28.7229,210.34,7.65E+24,4.83E+20
967,0.11,0.0075,0.0037,7775.0053,0.050683,0.867896,0.08142,1.4577,31.1813,207.64,6.70E+24,3.68E+20
968,0.11,0.0075,0.004,7773.2743,0.0454,0.866672,0.087928,1.337,33.8451,204.96,5.81E+24,2.66E+20
969,0.11,0.01,0.001,7791.5189,0.098775,0.879002,0.022223,1.1483,9.4515,54.1,9.47E+24,1.35E+21
970,0.11,0.01,0.0013,7789.7805,0.093387,0.877754,0.028858,1.2596,11.6628,74.09,1.09E+25,1.49E+21
971,0.11,0.01,0.0016,7788.0428,0.088012,0.876509,0.03548,1.4346,14.274,99.1,1.16E+25,1.45E+21
972,0.11,0.01,0.0019,7786.306,0.082647,0.875266,0.042087,1.6914,16.7034,131.69,1.16E+25,1.32E+21
973,0.11,0.01,0.0022,7784.5699,0.077294,0.874026,0.048679,2.1474,18.9889,180.62,1.12E+25,1.15E+21
974,0.11,0.01,0.0025,7782.8346,0.071953,0.872789,0.055258,2.2957,21.3883,219.69,1.05E+25,9.46E+20
975,0.11,0.01,0.0028,7781.1001,0.066623,0.871554,0.061822,1.9819,23.9114,216.75,9.60E+24,7.66E+20
976,0.11,0.01,0.0031,7779.3663,0.061305,0.870322,0.068373,1.7656,26.3987,213.92,8.63E+24,6.07E+20
977,0.11,0.01,0.0034,7777.6333,0.055998,0.869093,0.074909,1.5932,28.9644,211.18,7.66E+24,4.65E+20
978,0.11,0.01,0.0037,7775.9011,0.050703,0.867866,0.081431,1.4522,31.3405,208.46,6.71E+24,3.48E+20
979,0.11,0.01,0.004,7774.1696,0.045419,0.866642,0.087939,1.3293,34.0133,205.79,5.82E+24,2.56E+20
980,0.11,0.0125,0.001,7792.4241,0.098801,0.878974,0.022226,1.164,9.3999,55.09,9.47E+24,1.30E+21
981,0.11,0.0125,0.0013,7790.6853,0.093412,0.877726,0.028862,1.2953,11.7318,76.09,1.09E+25,1.43E+21
982,0.11,0.0125,0.0016,7788.9473,0.088036,0.87648,0.035484,1.4551,14.3516,101.1,1.16E+25,1.39E+21
983,0.11,0.0125,0.0019,7787.21,0.082671,0.875237,0.042092,1.75,16.7899,136.02,1.16E+25,1.27E+21
984,0.11,0.0125,0.0022,7785.4735,0.077317,0.873997,0.048686,2.1693,19.0848,184.07,1.12E+25,1.10E+21
985,0.11,0.0125,0.0025,7783.7378,0.071975,0.87276,0.055265,2.2658,21.6024,220.52,1.05E+25,9.37E+20
986,0.11,0.0125,0.0028,7782.0029,0.066645,0.871525,0.06183,1.9723,24.0344,217.56,9.60E+24,7.37E+20
987,0.11,0.0125,0.0031,7780.2687,0.061326,0.870293,0.068381,1.7569,26.6307,214.72,8.64E+24,5.83E+20
988,0.11,0.0125,0.0034,7778.5353,0.056018,0.869064,0.074918,1.5844,29.1055,211.94,7.66E+24,4.47E+20
989,0.11,0.0125,0.0037,7776.8027,0.050722,0.867837,0.081441,1.4566,31.5993,210.24,6.71E+24,3.44E+20
990,0.11,0.0125,0.004,7775.0709,0.045437,0.866613,0.08795,1.3342,34.1809,207.57,5.82E+24,2.54E+20
991,0.11,0.015,0.001,7793.3352,0.098826,0.878946,0.022229,1.1782,9.4491,56.09,9.46E+24,1.25E+21
992,0.11,0.015,0.0013,7791.596,0.093437,0.877698,0.028866,1.2983,11.9014,77.1,1.09E+25,1.38E+21
993,0.11,0.015,0.0016,7789.8576,0.088059,0.876452,0.035489,1.5013,14.4295,104.1,1.16E+25,1.34E+21
994,0.11,0.015,0.0019,7788.1199,0.082693,0.875209,0.042098,1.8421,16.8769,142.01,1.16E+25,1.22E+21
995,0.11,0.015,0.0022,7786.3831,0.077339,0.873969,0.048692,2.2035,19.181,188.24,1.12E+25,1.06E+21
996,0.11,0.015,0.0025,7784.6469,0.071997,0.872731,0.055272,2.2405,21.6165,221.27,1.05E+25,9.00E+20
997,0.11,0.015,0.0028,7782.9116,0.066665,0.871496,0.061838,1.9631,24.1574,218.34,9.60E+24,7.25E+20
998,0.11,0.015,0.0031,7781.1771,0.061346,0.870264,0.06839,1.7499,26.7627,215.47,8.64E+24,5.61E+20
999,0.11,0.015,0.0034,7779.4433,0.056037,0.869035,0.074928,1.591,29.1466,213.72,7.67E+24,4.31E+20
1000,0.11,0.015,0.0037,7777.7103,0.050741,0.867808,0.081452,1.4471,31.7578,210.99,6.72E+24,3.32E+20
1001,0.11,0.015,0.004,7775.978,0.045455,0.866583,0.087962,1.3277,34.248,208.31,5.83E+24,2.44E+20
1002,0.11,0.0175,0.001,7794.2523,0.09885,0.878918,0.022231,1.1919,9.599,57.1,9.47E+24,1.21E+21
1003,0.11,0.0175,0.0013,7792.5126,0.093461,0.87767,0.02887,1.3325,11.8717,79.09,1.09E+25,1.34E+21
1004,0.11,0.0175,0.0016,7790.7738,0.088082,0.876424,0.035493,1.52,14.508,106.1,1.16E+25,1.29E+21
1005,0.11,0.0175,0.0019,7789.0358,0.082716,0.875181,0.042103,1.9069,16.9642,146.81,1.16E+25,1.20E+21
1006,0.11,0.0175,0.0022,7787.2985,0.077361,0.873941,0.048698,2.2305,19.2775,192.06,1.12E+25,1.02E+21
1007,0.11,0.0175,0.0025,7785.562,0.072018,0.872703,0.055279,2.2435,21.8308,222.01,1.05E+25,8.67E+20
1008,0.11,0.0175,0.0028,7783.8263,0.066686,0.871468,0.061846,1.9531,24.3805,219.05,9.60E+24,6.96E+20
1009,0.11,0.0175,0.0031,7782.0913,0.061365,0.870236,0.068399,1.743,26.7944,216.2,8.65E+24,5.41E+20
1010,0.11,0.0175,0.0034,7780.3571,0.056056,0.869006,0.074938,1.5843,29.2873,214.43,7.67E+24,4.26E+20
1011,0.11,0.0175,0.0037,7778.6237,0.050759,0.867779,0.081462,1.4404,31.8158,211.7,6.73E+24,3.21E+20
1012,0.11,0.0175,0.004,7776.8911,0.045473,0.866555,0.087973,1.3197,34.5146,209.01,5.84E+24,2.37E+20
1013,0.11,0.02,0.001,7795.1752,0.098875,0.878891,0.022234,1.2056,9.6496,58.1,9.47E+24,1.16E+21
1014,0.11,0.02,0.0013,7793.4352,0.093484,0.877642,0.028873,1.3344,11.9426,80.09,1.09E+25,1.29E+21
1015,0.11,0.02,0.0016,7791.696,0.088105,0.876397,0.035498,1.5639,14.4871,109.09,1.16E+25,1.25E+21
1016,0.11,0.02,0.0019,7789.9576,0.082738,0.875154,0.042108,1.9578,16.9519,151.02,1.16E+25,1.13E+21
1017,0.11,0.02,0.0022,7788.2199,0.077382,0.873913,0.048704,2.2674,19.4742,196.49,1.12E+25,9.85E+20
1018,0.11,0.02,0.0025,7786.483,0.072038,0.872675,0.055286,2.2193,21.8453,222.68,1.05E+25,8.37E+20
1019,0.11,0.02,0.0028,7784.7469,0.066706,0.87144,0.061854,1.9442,24.4035,219.72,9.61E+24,6.73E+20
1020,0.11,0.02,0.0031,7783.0115,0.061385,0.870208,0.068408,1.7473,27.0262,217.89,8.65E+24,5.35E+20
1021,0.11,0.02,0.0034,7781.2769,0.056075,0.868978,0.074947,1.5782,29.528,215.11,7.68E+24,4.10E+20
1022,0.11,0.02,0.0037,7779.5431,0.050777,0.867751,0.081473,1.4337,32.0735,212.37,6.74E+24,3.04E+20
1023,0.11,0.02,0.004,7777.8101,0.04549,0.866526,0.087984,1.3261,34.5808,210.66,5.85E+24,2.29E+20
1024,0.11,0.0225,0.001,7796.1042,0.098899,0.878864,0.022237,1.2181,9.701,59.1,9.47E+24,1.12E+21
1025,0.11,0.0225,0.0013,7794.3638,0.093507,0.877616,0.028877,1.3672,12.0142,82.09,1.09E+25,1.24E+21
1026,0.11,0.0225,0.0016,7792.6241,0.088128,0.87637,0.035503,1.581,14.5666,111.09,1.16E+25,1.20E+21
1027,0.11,0.0225,0.0019,7790.8853,0.08276,0.875126,0.042114,2.0176,17.1401,155.76,1.16E+25,1.09E+21
1028,0.11,0.0225,0.0022,7789.1472,0.077404,0.873886,0.048711,2.301,19.4713,200.78,1.12E+25,9.50E+20
1029,0.11,0.0225,0.0025,7787.4099,0.072059,0.872648,0.055293,2.2065,22.0599,223.37,1.05E+25,8.01E+20
1030,0.11,0.0225,0.0028,7785.6734,0.066725,0.871413,0.061862,1.937,24.6259,220.4,9.61E+24,6.50E+20
1031,0.11,0.0225,0.0031,7783.9376,0.061404,0.87018,0.068416,1.7402,27.0579,218.53,8.66E+24,5.16E+20
1032,0.11,0.0225,0.0034,7782.2027,0.056093,0.86895,0.074957,1.5692,29.5684,215.73,7.69E+24,3.96E+20
1033,0.11,0.0225,0.0037,7780.4685,0.050794,0.867723,0.081483,1.4274,32.2309,213.02,6.74E+24,2.95E+20
1034,0.11,0.0225,0.004,7778.735,0.045506,0.866498,0.087995,1.3179,34.8465,211.31,5.86E+24,2.22E+20
1035,0.11,0.025,0.001,7797.039,0.098922,0.878838,0.02224,1.2299,9.7532,60.1,9.48E+24,1.09E+21
1036,0.11,0.025,0.0013,7795.2982,0.09353,0.877589,0.028881,1.3988,12.0865,84.09,1.09E+25,1.20E+21
1037,0.11,0.025,0.0016,7793.5582,0.08815,0.876343,0.035507,1.6226,14.6466,114.09,1.16E+25,1.16E+21
1038,0.11,0.025,0.0019,7791.819,0.082781,0.875099,0.042119,2.0553,17.1286,159.46,1.16E+25,1.07E+21
1039,0.11,0.025,0.0022,7790.0805,0.077424,0.873859,0.048717,2.3269,19.5687,204.69,1.12E+25,9.40E+20
1040,0.11,0.025,0.0025,7788.3428,0.072079,0.872621,0.055301,2.1954,22.0746,223.97,1.05E+25,7.80E+20
1041,0.11,0.025,0.0028,7786.6059,0.066745,0.871385,0.06187,1.9297,24.749,221.02,9.62E+24,6.27E+20
1042,0.11,0.025,0.0031,7784.8697,0.061422,0.870153,0.068425,1.7345,27.2895,219.15,8.67E+24,4.99E+20
1043,0.11,0.025,0.0034,7783.1344,0.056111,0.868923,0.074966,1.5657,29.7086,216.37,7.70E+24,3.83E+20
1044,0.11,0.025,0.0037,7781.3998,0.050811,0.867695,0.081494,1.4355,32.388,214.63,6.75E+24,2.93E+20
1045,0.11,0.025,0.004,7779.6659,0.045523,0.86647,0.088007,1.313,35.0119,211.92,5.87E+24,2.16E+20
1046,0.11,0.0275,0.001,7797.9799,0.098945,0.878812,0.022243,1.2818,9.7062,62.09,9.48E+24,1.05E+21
1047,0.11,0.0275,0.0013,7796.2387,0.093553,0.877563,0.028885,1.4299,12.1594,86.09,1.09E+25,1.16E+21
1048,0.11,0.0275,0.0016,7794.4983,0.088172,0.876316,0.035512,1.6627,14.8273,117.1,1.16E+25,1.12E+21
1049,0.11,0.0275,0.0019,7792.7586,0.082802,0.875073,0.042125,2.1073,17.2177,163.94,1.16E+25,1.04E+21
