Index,Cr,Co,C,Density,BCC_A2#1,BCC_A2#2,M23C6#1,HCS,GRF,SR,Maximum nunmber density,Precipitation speed
1050,0.11,0.0275,0.0022,7791.0198,0.077445,0.873832,0.048723,2.3642,19.7663,209.33,1.12E+25,9.08E+20
1051,0.11,0.0275,0.0025,7789.2817,0.072098,0.872594,0.055308,2.1856,22.1904,224.56,1.05E+25,7.54E+20
1052,0.11,0.0275,0.0028,7787.5444,0.066764,0.871358,0.061878,1.9366,24.7721,222.59,9.63E+24,6.07E+20
1053,0.11,0.0275,0.0031,7785.8078,0.06144,0.870126,0.068434,1.7287,27.4211,219.73,8.67E+24,4.83E+20
1054,0.11,0.0275,0.0034,7784.072,0.056129,0.868895,0.074976,1.5581,29.9488,216.93,7.70E+24,3.71E+20
1055,0.11,0.0275,0.0037,7782.337,0.050828,0.867668,0.081504,1.4276,32.4447,215.17,6.76E+24,2.84E+20
1056,0.11,0.0275,0.004,7780.6028,0.045539,0.866443,0.088018,1.3063,35.0769,212.48,5.88E+24,2.09E+20
1057,0.11,0.03,0.001,7798.9268,0.098968,0.878786,0.022246,1.292,9.76,63.09,9.48E+24,1.02E+21
1058,0.11,0.03,0.0013,7797.1852,0.093575,0.877537,0.028888,1.4292,12.233,87.09,1.09E+25,1.12E+21
1059,0.11,0.03,0.0016,7795.4443,0.088193,0.87629,0.035516,1.6778,14.8085,119.09,1.16E+25,1.09E+21
1060,0.11,0.03,0.0019,7793.7043,0.082823,0.875047,0.04213,2.13,17.4071,167.03,1.16E+25,1.00E+21
1061,0.11,0.03,0.0022,7791.965,0.077465,0.873806,0.04873,2.3946,19.8644,213.6,1.12E+25,8.61E+20
1062,0.11,0.03,0.0025,7790.2265,0.072118,0.872567,0.055315,2.1768,22.3056,225.13,1.05E+25,7.30E+20
1063,0.11,0.03,0.0028,7788.4888,0.066782,0.871332,0.061886,1.9288,24.8954,223.15,9.64E+24,5.88E+20
1064,0.11,0.03,0.0031,7786.7519,0.061458,0.870099,0.068443,1.7215,27.5527,220.28,8.68E+24,4.68E+20
1065,0.11,0.03,0.0034,7785.0157,0.056146,0.868869,0.074986,1.5648,29.9888,218.46,7.71E+24,3.60E+20
1066,0.11,0.03,0.0037,7783.2803,0.050845,0.867641,0.081515,1.4227,32.7011,215.72,6.77E+24,2.70E+20
1067,0.11,0.03,0.004,7781.5457,0.045555,0.866416,0.088029,1.3013,35.3413,213.02,5.90E+24,2.03E+20
1068,0.11,0.0325,0.001,7799.8796,0.098991,0.87876,0.022249,1.3018,9.8147,64.09,9.49E+24,9.89E+20
1069,0.11,0.0325,0.0013,7798.1376,0.093597,0.877511,0.028892,1.4588,12.4074,89.1,1.09E+25,1.09E+21
1070,0.11,0.0325,0.0016,7796.3964,0.088214,0.876265,0.035521,1.716,14.9903,122.1,1.16E+25,1.05E+21
1071,0.11,0.0325,0.0019,7794.656,0.082844,0.875021,0.042136,2.1835,17.397,171.69,1.16E+25,9.71E+20
1072,0.11,0.0325,0.0022,7792.9163,0.077484,0.87378,0.048736,2.4176,19.9628,217.47,1.12E+25,8.33E+20
1073,0.11,0.0325,0.0025,7791.1774,0.072137,0.872541,0.055322,2.1681,22.421,225.66,1.05E+25,7.07E+20
1074,0.11,0.0325,0.0028,7789.4393,0.066801,0.871306,0.061894,1.9228,25.0187,223.65,9.64E+24,5.70E+20
1075,0.11,0.0325,0.0031,7787.7019,0.061476,0.870072,0.068452,1.716,27.6842,220.82,8.69E+24,4.53E+20
1076,0.11,0.0325,0.0034,7785.9653,0.056163,0.868842,0.074995,1.5605,30.2287,218.99,7.72E+24,3.48E+20
1077,0.11,0.0325,0.0037,7784.2295,0.050861,0.867614,0.081525,1.4187,32.7574,216.24,6.78E+24,2.62E+20
1078,0.11,0.0325,0.004,7782.4945,0.04557,0.866389,0.088041,1.309,35.4055,214.51,5.91E+24,1.98E+20
1079,0.11,0.035,0.001,7800.8385,0.099013,0.878735,0.022252,1.3117,9.9702,65.1,9.50E+24,9.59E+20
1080,0.11,0.035,0.0013,7799.0961,0.093618,0.877486,0.028896,1.4868,12.4825,91.1,1.09E+25,1.05E+21
1081,0.11,0.035,0.0016,7797.3545,0.088235,0.876239,0.035526,1.7531,14.9727,125.09,1.16E+25,1.02E+21
1082,0.11,0.035,0.0019,7795.6136,0.082864,0.874995,0.042141,2.2018,17.4875,174.62,1.16E+25,9.41E+20
1083,0.11,0.035,0.0022,7793.8736,0.077504,0.873754,0.048742,2.4509,19.9616,222.02,1.12E+25,8.26E+20
1084,0.11,0.035,0.0025,7792.1343,0.072155,0.872516,0.055329,2.1606,22.5366,226.15,1.05E+25,6.86E+20
1085,0.11,0.035,0.0028,7790.3957,0.066818,0.87128,0.061902,1.9173,25.2422,224.17,9.65E+24,5.52E+20
1086,0.11,0.035,0.0031,7788.658,0.061493,0.870046,0.06846,1.7129,27.8158,221.28,8.70E+24,4.40E+20
1087,0.11,0.035,0.0034,7786.921,0.056179,0.868816,0.075005,1.5563,30.2685,219.46,7.74E+24,3.38E+20
1088,0.11,0.035,0.0037,7785.1848,0.050877,0.867588,0.081535,1.414,33.0132,216.74,6.80E+24,2.61E+20
1089,0.11,0.035,0.004,7783.4494,0.045585,0.866363,0.088052,1.3058,35.6693,214.99,5.92E+24,1.92E+20
1090,0.11,0.0375,0.001,7801.8034,0.099035,0.87871,0.022255,1.3203,10.0266,66.1,9.50E+24,9.31E+20
1091,0.11,0.0375,0.0013,7800.0606,0.09364,0.877461,0.0289,1.5145,12.4583,93.09,1.09E+25,1.02E+21
1092,0.11,0.0375,0.0016,7798.3186,0.088256,0.876214,0.03553,1.7892,15.1557,128.09,1.16E+25,9.88E+20
1093,0.11,0.0375,0.0019,7796.5773,0.082884,0.87497,0.042146,2.2256,17.6784,177.88,1.16E+25,9.12E+20
1094,0.11,0.0375,0.0022,7794.8369,0.077523,0.873729,0.048748,2.4754,20.0607,226.08,1.12E+25,7.83E+20
1095,0.11,0.0375,0.0025,7793.0972,0.072174,0.87249,0.055336,2.154,22.7526,226.63,1.05E+25,6.67E+20
1096,0.11,0.0375,0.0028,7791.3582,0.066836,0.871254,0.06191,1.9128,25.3658,224.63,9.66E+24,5.35E+20
1097,0.11,0.0375,0.0031,7789.6201,0.06151,0.870021,0.068469,1.7202,27.8474,222.73,8.71E+24,4.27E+20
1098,0.11,0.0375,0.0034,7787.8827,0.056195,0.86879,0.075015,1.5518,30.4082,219.94,7.75E+24,3.29E+20
1099,0.11,0.0375,0.0037,7786.1461,0.050892,0.867562,0.081546,1.4118,33.0689,217.18,6.81E+24,2.54E+20
1100,0.11,0.0375,0.004,7784.4103,0.0456,0.866336,0.088063,1.3016,35.8327,215.44,5.93E+24,1.87E+20
1101,0.11,0.04,0.001,7802.7744,0.099057,0.878686,0.022257,1.3288,10.0838,67.1,9.51E+24,9.03E+20
1102,0.11,0.04,0.0013,7801.0312,0.093661,0.877436,0.028903,1.541,12.6349,95.1,1.09E+25,9.91E+20
1103,0.11,0.04,0.0016,7799.2887,0.088276,0.876189,0.035535,1.8684,15.1393,133.01,1.16E+25,9.59E+20
1104,0.11,0.04,0.0019,7797.5471,0.082903,0.874945,0.042152,2.2627,17.6698,181.85,1.16E+25,8.86E+20
1105,0.11,0.04,0.0022,7795.8062,0.077542,0.873704,0.048755,2.4843,20.1603,229.2,1.12E+25,7.61E+20
1106,0.11,0.04,0.0025,7794.0661,0.072192,0.872465,0.055343,2.1473,22.7673,227.05,1.05E+25,6.47E+20
1107,0.11,0.04,0.0028,7792.3268,0.066854,0.871229,0.061918,1.9069,25.3895,225.05,9.68E+24,5.20E+20
1108,0.11,0.04,0.0031,7790.5882,0.061527,0.869995,0.068478,1.7164,28.0789,223.18,8.73E+24,4.15E+20
1109,0.11,0.04,0.0034,7788.8504,0.056211,0.868764,0.075024,1.5481,30.6478,220.37,7.76E+24,3.20E+20
1110,0.11,0.04,0.0037,7787.1134,0.050907,0.867536,0.081556,1.4199,33.3243,218.61,6.82E+24,2.47E+20
1111,0.11,0.04,0.004,7785.3772,0.045615,0.866311,0.088074,1.2972,35.8957,215.86,5.95E+24,1.83E+20
1112,0.11,0.0425,0.001,7803.7514,0.099078,0.878661,0.02226,1.3748,10.0419,69.09,9.52E+24,8.78E+20
1113,0.11,0.0425,0.0013,7802.0078,0.093681,0.877412,0.028907,1.5668,12.6122,97.09,1.09E+25,9.62E+20
1114,0.11,0.0425,0.0016,7800.2649,0.088296,0.876165,0.035539,1.9239,15.3237,136.97,1.16E+25,9.32E+20
1115,0.11,0.0425,0.0019,7798.5229,0.082922,0.87492,0.042157,2.2901,17.7617,185.37,1.16E+25,8.61E+20
1116,0.11,0.0425,0.0022,7796.7816,0.07756,0.873679,0.048761,2.4748,20.3602,230.59,1.12E+25,7.56E+20
1117,0.11,0.0425,0.0025,7795.0411,0.07221,0.87244,0.055351,2.1423,22.9836,227.47,1.05E+25,6.29E+20
1118,0.11,0.0425,0.0028,7793.3013,0.066871,0.871204,0.061926,1.9033,25.6133,225.47,9.69E+24,5.06E+20
1119,0.11,0.0425,0.0031,7791.5624,0.061543,0.86997,0.068487,1.7127,28.1106,223.59,8.74E+24,4.04E+20
1120,0.11,0.0425,0.0034,7789.8242,0.056227,0.868739,0.075034,1.5464,30.6873,220.76,7.77E+24,3.11E+20
1121,0.11,0.0425,0.0037,7788.0868,0.050922,0.867511,0.081567,1.4172,33.3794,218.98,6.84E+24,2.41E+20
1122,0.11,0.0425,0.004,7786.3502,0.045629,0.866285,0.088086,1.2947,36.0585,216.24,5.96E+24,1.82E+20
1123,0.11,0.045,0.001,7804.7345,0.0991,0.878637,0.022263,1.3816,10.1009,70.09,9.53E+24,8.53E+20
1124,0.11,0.045,0.0013,7802.9905,0.093702,0.877387,0.028911,1.5919,12.7903,99.1,1.09E+25,9.14E+20
1125,0.11,0.045,0.0016,7801.2472,0.088316,0.87614,0.035544,1.9807,15.4085,141.07,1.16E+25,9.06E+20
1126,0.11,0.045,0.0019,7799.5047,0.082941,0.874896,0.042163,2.3117,17.9541,188.63,1.16E+25,8.36E+20
1127,0.11,0.045,0.0022,7797.763,0.077579,0.873654,0.048767,2.4724,20.3619,230.98,1.12E+25,7.35E+20
1128,0.11,0.045,0.0025,7796.0221,0.072227,0.872415,0.055358,2.1364,23.0001,227.82,1.06E+25,6.11E+20
1129,0.11,0.045,0.0028,7794.282,0.066888,0.871179,0.061934,1.8999,25.6373,225.85,9.70E+24,4.92E+20
1130,0.11,0.045,0.0031,7792.5426,0.061559,0.869945,0.068496,1.7115,28.3422,223.95,8.75E+24,3.93E+20
1131,0.11,0.045,0.0034,7790.804,0.056243,0.868714,0.075044,1.5429,30.9268,221.15,7.79E+24,3.03E+20
1132,0.11,0.045,0.0037,7789.0662,0.050937,0.867485,0.081577,1.4143,33.5343,219.34,6.85E+24,2.31E+20
1133,0.11,0.045,0.004,7787.3292,0.045643,0.86626,0.088097,1.2922,36.2208,216.59,5.97E+24,1.73E+20
1134,0.11,0.0475,0.001,7805.7237,0.099121,0.878613,0.022266,1.3887,10.2608,71.1,9.54E+24,8.32E+20
1135,0.11,0.0475,0.0013,7803.9792,0.093722,0.877363,0.028914,1.616,12.7692,101.09,1.10E+25,9.08E+20
1136,0.11,0.0475,0.0016,7802.2356,0.088335,0.876116,0.035549,2.0351,15.394,145.09,1.16E+25,8.80E+20
1137,0.11,0.0475,0.0019,7800.4927,0.08296,0.874872,0.042168,2.3334,18.0471,191.91,1.16E+25,8.12E+20
1138,0.11,0.0475,0.0022,7798.7506,0.077597,0.87363,0.048774,2.4576,20.4628,231.3,1.13E+25,6.99E+20
1139,0.11,0.0475,0.0025,7797.0092,0.072245,0.872391,0.055365,2.1462,23.117,229.18,1.06E+25,5.93E+20
1140,0.11,0.0475,0.0028,7795.2687,0.066904,0.871154,0.061942,1.8966,25.8614,226.18,9.71E+24,4.79E+20
1141,0.11,0.0475,0.0031,7793.5289,0.061575,0.86992,0.068505,1.7078,28.4739,224.31,8.76E+24,3.82E+20
1142,0.11,0.0475,0.0034,7791.7899,0.056258,0.868689,0.075053,1.5425,30.97,221.46,7.80E+24,2.95E+20
1143,0.11,0.0475,0.0037,7790.0517,0.050952,0.867461,0.081588,1.4136,33.689,219.69,6.86E+24,2.26E+20
1144,0.11,0.0475,0.004,7788.3143,0.045657,0.866235,0.088108,1.2912,36.3828,216.92,5.99E+24,1.70E+20
1145,0.11,0.05,0.001,7806.7189,0.099141,0.87859,0.022269,1.4315,10.2216,73.09,9.54E+24,8.08E+20
1146,0.11,0.05,0.0013,7804.9741,0.093742,0.87734,0.028918,1.6398,12.8488,103.09,1.10E+25,8.63E+20
1147,0.11,0.05,0.0016,7803.23,0.088354,0.876092,0.035553,2.065,15.5802,148.09,1.16E+25,8.56E+20
1148,0.11,0.05,0.0019,7801.4867,0.082979,0.874848,0.042174,2.3467,18.0406,194.75,1.17E+25,7.90E+20
1149,0.11,0.05,0.0022,7799.7442,0.077614,0.873606,0.04878,2.4507,20.5642,231.62,1.13E+25,6.97E+20
1150,0.11,0.05,0.0025,7798.0025,0.072262,0.872366,0.055372,2.1428,23.234,229.49,1.06E+25,5.78E+20
1151,0.11,0.05,0.0028,7796.2615,0.06692,0.87113,0.06195,1.8945,25.9858,226.5,9.73E+24,4.77E+20
1152,0.11,0.05,0.0031,7794.5213,0.061591,0.869896,0.068513,1.706,28.5056,224.6,8.78E+24,3.72E+20
1153,0.11,0.05,0.0034,7792.7819,0.056273,0.868664,0.075063,1.54,31.1174,221.79,7.82E+24,2.94E+20
1154,0.11,0.05,0.0037,7791.0433,0.050966,0.867436,0.081598,1.4115,33.9435,219.99,6.88E+24,2.20E+20
1155,0.11,0.05,0.004,7789.3055,0.045671,0.86621,0.08812,1.29,36.5445,217.24,6.00E+24,1.67E+20
1156,0.1125,0,0.001,7786.154,0.101306,0.876487,0.022207,1.1257,9.1713,51.09,1.00E+25,1.82E+21
1157,0.1125,0,0.0013,7784.418,0.095919,0.875243,0.028838,1.2061,11.4045,69.09,1.16E+25,2.02E+21
1158,0.1125,0,0.0016,7782.6827,0.090544,0.874001,0.035455,1.3421,13.883,91.09,1.23E+25,1.98E+21
1159,0.1125,0,0.0019,7780.9482,0.085181,0.872762,0.042057,1.5465,16.277,119.09,1.24E+25,1.84E+21
1160,0.1125,0,0.0022,7779.2145,0.079829,0.871526,0.048645,1.993,18.6255,163.94,1.20E+25,1.57E+21
1161,0.1125,0,0.0025,7777.4816,0.074489,0.870292,0.055219,2.2658,20.9535,207.23,1.12E+25,1.34E+21
1162,0.1125,0,0.0028,7775.7494,0.06916,0.869061,0.061779,1.9793,23.4393,212.83,1.03E+25,1.07E+21
1163,0.1125,0,0.0031,7774.018,0.063843,0.867832,0.068325,1.7449,25.889,209.39,9.28E+24,8.35E+20
1164,0.1125,0,0.0034,7772.2874,0.058537,0.866606,0.074857,1.5718,28.4158,206.98,8.22E+24,6.46E+20
1165,0.1125,0,0.0037,7770.5576,0.053242,0.865383,0.081374,1.4174,30.7288,203.69,7.19E+24,4.84E+20
1166,0.1125,0,0.004,7768.8285,0.047959,0.864163,0.087878,1.2872,33.3531,200.21,6.21E+24,3.54E+20
1167,0.1125,0.0025,0.001,7787.0353,0.101333,0.876457,0.02221,1.0978,9.3177,51.1,1.00E+25,1.74E+21
1168,0.1125,0.0025,0.0013,7785.2989,0.095946,0.875212,0.028842,1.2112,11.5722,70.1,1.16E+25,1.93E+21
1169,0.1125,0.0025,0.0016,7783.5633,0.09057,0.87397,0.035459,1.3654,13.9598,93.09,1.23E+25,1.92E+21
1170,0.1125,0.0025,0.0019,7781.8284,0.085206,0.872731,0.042063,1.5801,16.4634,122.1,1.24E+25,1.72E+21
1171,0.1125,0.0025,0.0022,7780.0943,0.079854,0.871495,0.048652,2.0483,18.7217,168.94,1.20E+25,1.54E+21
1172,0.1125,0.0025,0.0025,7778.361,0.074513,0.870261,0.055227,2.3137,21.1686,212.85,1.12E+25,1.25E+21
1173,0.1125,0.0025,0.0028,7776.6284,0.069183,0.869029,0.061787,1.974,23.5639,214.25,1.03E+25,1.03E+21
1174,0.1125,0.0025,0.0031,7774.8966,0.063865,0.867801,0.068334,1.7461,26.0231,211.23,9.28E+24,8.00E+20
1175,0.1125,0.0025,0.0034,7773.1656,0.058559,0.866575,0.074866,1.5615,28.4596,207.91,8.23E+24,6.17E+20
1176,0.1125,0.0025,0.0037,7771.4354,0.053264,0.865352,0.081385,1.4172,30.8823,205.13,7.20E+24,4.65E+20
1177,0.1125,0.0025,0.004,7769.7059,0.04798,0.864131,0.087889,1.2921,33.4244,202.39,6.22E+24,3.41E+20
1178,0.1125,0.005,0.001,7787.9225,0.10136,0.876427,0.022213,1.1154,9.2647,52.09,1.00E+25,1.71E+21
1179,0.1125,0.005,0.0013,7786.1857,0.095972,0.875182,0.028846,1.2156,11.6403,71.1,1.16E+25,1.85E+21
1180,0.1125,0.005,0.0016,7784.4496,0.090596,0.87394,0.035464,1.3884,14.1369,95.1,1.23E+25,1.84E+21
1181,0.1125,0.005,0.0019,7782.7144,0.085231,0.872701,0.042068,1.6129,16.55,125.1,1.24E+25,1.68E+21
1182,0.1125,0.005,0.0022,7780.9799,0.079878,0.871464,0.048658,2.0913,18.9182,173.4,1.20E+25,1.44E+21
1183,0.1125,0.005,0.0025,7779.2462,0.074536,0.87023,0.055234,2.3313,21.2838,216.68,1.12E+25,1.22E+21
1184,0.1125,0.005,0.0028,7777.5132,0.069206,0.868999,0.061795,1.9852,23.6885,216.72,1.03E+25,9.80E+20
1185,0.1125,0.005,0.0031,7775.781,0.063887,0.86777,0.068343,1.7611,26.257,213.89,9.28E+24,7.65E+20
1186,0.1125,0.005,0.0034,7774.0496,0.05858,0.866544,0.074876,1.5828,28.603,211.11,8.24E+24,5.92E+20
1187,0.1125,0.005,0.0037,7772.319,0.053284,0.86532,0.081395,1.4376,31.1429,208.44,7.21E+24,4.47E+20
1188,0.1125,0.005,0.004,7770.5891,0.048,0.8641,0.087901,1.2898,33.6952,203.74,6.23E+24,3.28E+20
1189,0.1125,0.0075,0.001,7788.8156,0.101387,0.876397,0.022216,1.131,9.3123,53.09,1.00E+25,1.64E+21
1190,0.1125,0.0075,0.0013,7787.0784,0.095998,0.875152,0.028849,1.2533,11.609,73.09,1.16E+25,1.77E+21
1191,0.1125,0.0075,0.0016,7785.3419,0.090621,0.87391,0.035469,1.41,14.2144,97.1,1.23E+25,1.76E+21
1192,0.1125,0.0075,0.0019,7783.6063,0.085256,0.872671,0.042074,1.6664,16.637,129.1,1.24E+25,1.61E+21
1193,0.1125,0.0075,0.0022,7781.8714,0.079902,0.871434,0.048664,2.1391,18.9147,178.16,1.20E+25,1.38E+21
1194,0.1125,0.0075,0.0025,7780.1373,0.074559,0.8702,0.055241,2.3165,21.3989,218.53,1.12E+25,1.17E+21
1195,0.1125,0.0075,0.0028,7778.4039,0.069229,0.868968,0.061803,1.9449,23.9129,215.6,1.03E+25,9.41E+20
1196,0.1125,0.0075,0.0031,7776.6713,0.063909,0.86774,0.068351,1.7241,26.3907,212.76,9.29E+24,7.49E+20
1197,0.1125,0.0075,0.0034,7774.9395,0.058601,0.866513,0.074886,1.55,28.8461,210.01,8.24E+24,5.67E+20
1198,0.1125,0.0075,0.0037,7773.2085,0.053304,0.86529,0.081406,1.4028,31.3041,207.28,7.21E+24,4.31E+20
1199,0.1125,0.0075,0.004,7771.4783,0.048019,0.864069,0.087912,1.282,33.7654,204.6,6.24E+24,3.15E+20
1200,0.1125,0.01,0.001,7789.7145,0.101413,0.876368,0.022219,1.1464,9.3606,54.09,1.00E+25,1.58E+21
1201,0.1125,0.01,0.0013,7787.9769,0.096024,0.875123,0.028853,1.2569,11.6782,74.09,1.16E+25,1.70E+21
1202,0.1125,0.01,0.0016,7786.2401,0.090646,0.873881,0.035473,1.458,14.2924,100.1,1.23E+25,1.67E+21
1203,0.1125,0.01,0.0019,7784.504,0.08528,0.872641,0.042079,1.6966,16.7241,132.1,1.24E+25,1.55E+21
1204,0.1125,0.01,0.0022,7782.7687,0.079925,0.871404,0.04867,2.1761,19.0115,182.42,1.20E+25,1.35E+21
1205,0.1125,0.01,0.0025,7781.0342,0.074582,0.87017,0.055248,2.2863,21.514,219.39,1.12E+25,1.12E+21
1206,0.1125,0.01,0.0028,7779.3005,0.06925,0.868938,0.061811,1.934,24.0372,216.44,1.03E+25,9.03E+20
1207,0.1125,0.01,0.0031,7777.5675,0.06393,0.86771,0.06836,1.7156,26.5242,213.59,9.29E+24,7.19E+20
1208,0.1125,0.01,0.0034,7775.8353,0.058622,0.866483,0.074895,1.5412,28.8889,210.81,8.24E+24,5.45E+20
1209,0.1125,0.01,0.0037,7774.1039,0.053324,0.86526,0.081416,1.3948,31.4648,208.09,7.22E+24,4.15E+20
1210,0.1125,0.01,0.004,7772.3733,0.048038,0.864039,0.087923,1.2729,34.035,205.42,6.25E+24,3.04E+20
1211,0.1125,0.0125,0.001,7790.6194,0.101439,0.876339,0.022222,1.1619,9.5096,55.1,1.00E+25,1.48E+21
1212,0.1125,0.0125,0.0013,7788.8814,0.096049,0.875094,0.028857,1.2924,11.7479,76.09,1.16E+25,1.63E+21
1213,0.1125,0.0125,0.0016,7787.1441,0.09067,0.873852,0.035478,1.4777,14.2707,102.09,1.23E+25,1.60E+21
1214,0.1125,0.0125,0.0019,7785.4077,0.085303,0.872612,0.042084,1.7332,16.7116,135.42,1.24E+25,1.49E+21
1215,0.1125,0.0125,0.0022,7783.672,0.079948,0.871375,0.048677,2.2326,19.2084,187.82,1.20E+25,1.30E+21
1216,0.1125,0.0125,0.0025,7781.9371,0.074604,0.870141,0.055255,2.2561,21.6292,220.21,1.12E+25,1.08E+21
1217,0.1125,0.0125,0.0028,7780.203,0.069272,0.868909,0.061819,1.9241,24.1615,217.23,1.03E+25,8.68E+20
1218,0.1125,0.0125,0.0031,7778.4696,0.063951,0.86768,0.068369,1.7063,26.6575,214.37,9.30E+24,6.91E+20
1219,0.1125,0.0125,0.0034,7776.737,0.058642,0.866454,0.074905,1.5319,29.1315,211.6,8.25E+24,5.36E+20
1220,0.1125,0.0125,0.0037,7775.0052,0.053344,0.86523,0.081427,1.4001,31.525,209.88,7.23E+24,4.01E+20
1221,0.1125,0.0125,0.004,7773.2742,0.048057,0.864009,0.087934,1.2775,34.2041,207.18,6.26E+24,2.93E+20
1222,0.1125,0.015,0.001,7791.5302,0.101465,0.876311,0.022224,1.1756,9.5592,56.1,1.00E+25,1.43E+21
1223,0.1125,0.015,0.0013,7789.7918,0.096074,0.875066,0.028861,1.3274,11.8183,78.09,1.16E+25,1.57E+21
1224,0.1125,0.015,0.0016,7788.0541,0.090694,0.873823,0.035482,1.4973,14.4495,104.1,1.23E+25,1.54E+21
1225,0.1125,0.015,0.0019,7786.3173,0.085327,0.872583,0.04209,1.8123,16.8994,140.83,1.24E+25,1.43E+21
1226,0.1125,0.015,0.0022,7784.5812,0.079971,0.871346,0.048683,2.2747,19.2055,192.5,1.20E+25,1.22E+21
1227,0.1125,0.015,0.0025,7782.8459,0.074626,0.870112,0.055262,2.2257,21.7445,220.98,1.12E+25,1.04E+21
1228,0.1125,0.015,0.0028,7781.1114,0.069293,0.86888,0.061827,1.9137,24.1857,218.01,1.03E+25,8.54E+20
1229,0.1125,0.015,0.0031,7779.3776,0.063972,0.867651,0.068378,1.6988,26.7907,215.14,9.30E+24,6.64E+20
1230,0.1125,0.015,0.0034,7777.6446,0.058661,0.866424,0.074914,1.538,29.2737,213.33,8.26E+24,5.16E+20
1231,0.1125,0.015,0.0037,7775.9124,0.053363,0.8652,0.081437,1.3919,31.6849,210.59,7.24E+24,3.87E+20
1232,0.1125,0.015,0.004,7774.181,0.048075,0.863979,0.087946,1.2708,34.2727,207.89,6.27E+24,2.83E+20
1233,0.1125,0.0175,0.001,7792.4469,0.10149,0.876283,0.022227,1.1891,9.6096,57.1,1.00E+25,1.37E+21
1234,0.1125,0.0175,0.0013,7790.7081,0.096098,0.875038,0.028864,1.3289,11.9892,79.1,1.16E+25,1.51E+21
1235,0.1125,0.0175,0.0016,7788.9701,0.090718,0.873795,0.035487,1.5413,14.5287,107.1,1.23E+25,1.51E+21
1236,0.1125,0.0175,0.0019,7787.2328,0.08535,0.872555,0.042095,1.8876,16.8876,146.13,1.24E+25,1.38E+21
1237,0.1125,0.0175,0.0022,7785.4963,0.079993,0.871318,0.048689,2.2977,19.303,196.17,1.20E+25,1.20E+21
1238,0.1125,0.0175,0.0025,7783.7606,0.074648,0.870083,0.055269,2.1956,21.7598,221.72,1.13E+25,9.98E+20
1239,0.1125,0.0175,0.0028,7782.0257,0.069314,0.868851,0.061835,1.9038,24.3098,218.72,1.03E+25,8.04E+20
1240,0.1125,0.0175,0.0031,7780.2916,0.063992,0.867622,0.068386,1.704,26.9237,216.86,9.31E+24,6.39E+20
1241,0.1125,0.0175,0.0034,7778.5582,0.058681,0.866395,0.074924,1.5294,29.4158,214.05,8.27E+24,4.97E+20
1242,0.1125,0.0175,0.0037,7776.8256,0.053381,0.865171,0.081447,1.3856,31.8443,211.3,7.25E+24,3.68E+20
1243,0.1125,0.0175,0.004,7775.0938,0.048093,0.86395,0.087957,1.2624,34.5408,208.61,6.28E+24,2.74E+20
1244,0.1125,0.02,0.001,7793.3695,0.101514,0.876256,0.02223,1.2025,9.5607,58.09,1.00E+25,1.32E+21
1245,0.1125,0.02,0.0013,7791.6303,0.096122,0.87501,0.028868,1.3621,12.0608,81.1,1.16E+25,1.46E+21
1246,0.1125,0.02,0.0016,7789.8919,0.090741,0.873767,0.035492,1.5591,14.5085,109.09,1.23E+25,1.46E+21
1247,0.1125,0.02,0.0019,7788.1543,0.085372,0.872527,0.042101,1.9646,17.0761,151.62,1.24E+25,1.33E+21
1248,0.1125,0.02,0.0022,7786.4174,0.080015,0.87129,0.048696,2.3464,19.4006,201.35,1.20E+25,1.16E+21
1249,0.1125,0.02,0.0025,7784.6813,0.074669,0.870055,0.055276,2.1711,21.9753,222.41,1.13E+25,9.63E+20
1250,0.1125,0.02,0.0028,7782.946,0.069334,0.868823,0.061843,1.8948,24.4334,219.4,1.03E+25,7.76E+20
1251,0.1125,0.02,0.0031,7781.2115,0.064011,0.867594,0.068395,1.6963,27.0566,217.53,9.32E+24,6.17E+20
1252,0.1125,0.02,0.0034,7779.4777,0.0587,0.866367,0.074934,1.5219,29.5576,214.73,8.28E+24,4.80E+20
1253,0.1125,0.02,0.0037,7777.7447,0.053399,0.865143,0.081458,1.3783,32.1033,211.98,7.26E+24,3.56E+20
1254,0.1125,0.02,0.004,7776.0125,0.048111,0.863921,0.087968,1.2675,34.7083,210.27,6.29E+24,2.71E+20
1255,0.1125,0.0225,0.001,7794.2982,0.101538,0.876228,0.022233,1.2145,9.6126,59.09,1.00E+25,1.31E+21
1256,0.1125,0.0225,0.0013,7792.5586,0.096145,0.874983,0.028872,1.394,12.0329,83.09,1.16E+25,1.41E+21
1257,0.1125,0.0225,0.0016,7790.8198,0.090764,0.87374,0.035496,1.6009,14.5888,112.09,1.23E+25,1.37E+21
1258,0.1125,0.0225,0.0019,7789.0817,0.085394,0.8725,0.042106,2.0321,17.0651,156.75,1.24E+25,1.28E+21
1259,0.1125,0.0225,0.0022,7787.3445,0.080036,0.871262,0.048702,2.3804,19.4985,205.75,1.20E+25,1.12E+21
1260,0.1125,0.0225,0.0025,7785.608,0.074689,0.870027,0.055283,2.1748,21.9909,223.04,1.13E+25,9.30E+20
1261,0.1125,0.0225,0.0028,7783.8722,0.069354,0.868795,0.061851,1.8864,24.6574,220.04,1.03E+25,7.49E+20
1262,0.1125,0.0225,0.0031,7782.1373,0.06403,0.867566,0.068404,1.6873,27.1894,218.18,9.33E+24,5.96E+20
